净值日期,单位净值,日增长率
2020-04-22,2.764,3.2499
2020-04-23,2.756,-0.2894
2020-04-24,2.797,1.4877
2020-04-27,2.809,0.429
2020-04-28,2.76,-1.7444
2020-04-29,2.855,3.442
2020-04-30,2.854,-0.035
2020-05-06,2.854,0.0
2020-05-07,2.903,1.7169
2020-05-08,2.935,1.1023
2020-05-11,2.958,0.7836
2020-05-12,2.905,-1.7918
2020-05-13,2.867,-1.3081
2020-05-14,2.899,1.1161
2020-05-15,2.917,0.6209
2020-05-18,2.978,2.0912
2020-05-19,2.963,-0.5037
2020-05-20,3.026,2.1262
2020-05-21,2.987,-1.2888
2020-05-22,3.002,0.5022
2020-05-25,3.014,0.3997
2020-05-26,3.011,-0.0995
2020-05-27,3.018,0.2325
2020-05-28,3.019,0.0331
2020-05-29,3.065,1.5237
2020-06-01,3.078,0.4241
2020-06-02,3.09,0.3899
2020-06-03,3.102,0.3883
2020-06-04,3.075,-0.8704
2020-06-05,3.135,1.9512
2020-06-08,3.156,0.6699
2020-06-09,3.168,0.3802
2020-06-10,3.208,1.2626
2020-06-11,3.044,-5.1122
2020-06-12,3.079,1.1498
2020-06-15,3.119,1.2991
2020-06-16,3.166,1.5069
2020-06-17,3.181,0.4738
2020-06-18,3.19,0.2829
2020-06-19,3.189,-0.0313
2020-06-22,3.226,1.1602
2020-06-23,3.242,0.496
2020-06-24,3.172,-2.1592
2020-06-29,3.169,-0.0946
2020-06-30,3.23,1.9249
2020-07-01,3.265,1.0836
2020-07-02,3.279,0.4288
2020-07-03,3.282,0.0915
2020-07-06,3.365,2.5289
2020-07-07,3.323,-1.2481
2020-07-08,3.364,1.2338
2020-07-09,3.385,0.6243
2020-07-10,3.405,0.5908
2020-07-13,3.331,-2.1733
2020-07-14,3.359,0.8406
2020-07-15,3.363,0.1191
2020-07-16,3.334,-0.8623
2020-07-17,3.348,0.4199
2020-07-20,3.44,2.7479
2020-07-21,3.4,-1.1628
2020-07-22,3.401,0.0294
2020-07-23,3.32,-2.3817
2020-07-24,3.291,-0.8735
2020-07-27,3.355,1.9447
2020-07-28,3.306,-1.4605
2020-07-29,3.35,1.3309
2020-07-30,3.362,0.3582
2020-07-31,3.416,1.6062
2020-08-03,3.469,1.5515
2020-08-04,3.473,0.1153
2020-08-05,3.479,0.1728
2020-08-06,3.508,0.8336
2020-08-07,3.467,-1.1688
2020-08-10,3.462,-0.1442
2020-08-11,3.401,-1.762
2020-08-12,3.482,2.3817
2020-08-13,3.481,-0.0287
2020-08-14,3.475,-0.1724
2020-08-17,3.512,1.0647
2020-08-18,3.545,0.9396
2020-08-19,3.512,-0.9309
2020-08-20,3.566,1.5376
2020-08-21,3.582,0.4487
2020-08-24,3.609,0.75
2020-08-25,3.637,0.78
2020-08-26,3.71,2.01
2020-08-27,3.687,-0.62
2020-08-28,3.707,0.54
2020-08-31,3.726,0.51
2020-09-01,3.776,1.34
2020-09-02,3.808,0.85
2020-09-03,3.611,-5.17
2020-09-04,3.57,-1.14
2020-09-07,3.571,0.03
2020-09-08,3.415,-4.37
2020-09-09,3.513,2.87
2020-09-10,3.434,-2.25
2020-09-11,3.415,-0.55
2020-09-14,3.472,1.67
2020-09-15,3.515,1.24
2020-09-16,3.437,-2.22
2020-09-17,3.379,-1.69
2020-09-18,3.332,-1.39
2020-09-21,3.346,0.42
2020-09-22,3.419,2.18
2020-09-23,3.318,-2.95
2020-09-24,3.339,0.63
2020-09-25,3.421,2.46
2020-09-28,3.494,2.13
2020-09-29,3.477,-0.49
2020-09-30,3.502,0.72
2020-10-09,3.579,2.2
2020-10-12,3.654,2.1
2020-10-13,3.662,0.22
2020-10-14,3.641,-0.57
2020-10-15,3.609,-0.88
2020-10-16,3.592,-0.47
2020-10-19,3.511,-2.26
2020-10-20,3.519,0.23
2020-10-21,3.509,-0.28
2020-10-22,3.495,-0.4
2020-10-23,3.511,0.46
2020-10-26,3.456,-1.57
2020-10-27,3.498,1.22
2020-10-28,3.371,-3.63
2020-10-29,3.437,1.96
2020-10-30,3.346,-2.65
2020-11-02,3.346,0.0
2020-11-03,3.401,1.64
2020-11-04,3.54,4.09
2020-11-05,3.637,2.74
2020-11-06,3.609,-0.77
2020-11-09,3.522,-2.41
2020-11-10,3.45,-2.04
2020-11-11,3.539,2.58
2020-11-12,3.528,-0.31
2020-11-13,3.563,0.99
2020-11-16,3.573,0.28
2020-11-17,3.548,-0.7
2020-11-18,3.515,-0.93
2020-11-19,3.536,0.6
2020-11-20,3.529,-0.2
2020-11-23,3.525,-0.11
2020-11-24,3.581,1.59
2020-11-25,3.599,0.5
2020-11-26,3.601,0.06
2020-11-27,3.631,0.83
2020-11-30,3.636,0.14
2020-12-01,3.699,1.73
2020-12-02,3.681,-0.49
2020-12-03,3.684,0.08
2020-12-04,3.697,0.35
2020-12-07,3.709,0.32
2020-12-08,3.718,0.24
2020-12-09,3.638,-2.15
2020-12-10,3.658,0.55
2020-12-11,3.646,-0.33
2020-12-14,3.669,0.63
2020-12-15,3.712,1.17
2020-12-16,3.728,0.43
2020-12-17,3.753,0.67
2020-12-18,3.746,-0.19
2020-12-21,3.744,-0.05
2020-12-22,3.744,0.0
2020-12-23,3.736,-0.21
2020-12-24,3.742,0.16
2020-12-25,3.741,-0.03
2020-12-28,3.773,0.86
2020-12-29,3.786,0.34
2020-12-30,3.78,-0.16
2020-12-31,3.788,0.21
2021-01-04,3.74,-1.27
2021-01-05,3.734,-0.16
2021-01-06,3.673,-1.63
2021-01-07,3.766,2.53
2021-01-08,3.82,1.43
2021-01-11,3.764,-1.47
2021-01-12,3.764,0.0
2021-01-13,3.775,0.29
2021-01-14,3.761,-0.37
2021-01-15,3.727,-0.9
2021-01-18,3.739,0.32
2021-01-19,3.797,1.55
2021-01-20,3.882,2.24
2021-01-21,3.905,0.59
2021-01-22,3.889,-0.41
2021-01-25,3.935,1.18
2021-01-26,3.938,0.08
2021-01-27,3.818,-3.05
2021-01-28,3.854,0.94
2021-01-29,3.766,-2.28
2021-02-01,3.854,2.34
2021-02-02,3.921,1.74
2021-02-03,3.901,-0.51
2021-02-04,3.943,1.08
2021-02-05,3.963,0.51
2021-02-08,3.987,0.61
2021-02-09,3.976,-0.28
2021-02-10,3.958,-0.45
2021-02-18,3.962,0.1
2021-02-19,3.951,-0.28
2021-02-22,3.844,-2.71
2021-02-23,3.833,-0.29
2021-02-24,3.87,0.97
2021-02-25,3.728,-3.67
2021-02-26,3.761,0.89
2021-03-01,3.87,2.9
2021-03-02,3.799,-1.83
2021-03-03,3.686,-2.97
2021-03-04,3.633,-1.44
2021-03-05,3.7,1.84
2021-03-08,3.587,-3.05
2021-03-09,3.761,4.85
2021-03-10,3.736,-0.66
2021-03-11,3.816,2.14
2021-03-12,3.775,-1.07
2021-03-15,3.827,1.38
2021-03-16,3.849,0.57
2021-03-17,3.86,0.29
2021-03-18,3.733,-3.29
2021-03-19,3.77,0.99
2021-03-22,3.839,1.83
2021-03-23,3.81,-0.76
2021-03-24,3.757,-1.39
2021-03-25,3.754,-0.08
2021-03-26,3.817,1.68
2021-03-29,3.815,-0.05
2021-03-30,3.807,-0.21
2021-03-31,3.869,1.63
2021-04-01,3.931,1.6
2021-04-02,3.935,0.1
2021-04-06,4.002,1.7
2021-04-07,4.005,0.07
2021-04-08,4.051,1.15
2021-04-09,4.073,0.54
2021-04-12,4.076,0.07
2021-04-13,4.117,1.01
2021-04-14,4.058,-1.43
2021-04-15,4.119,1.5
2021-04-16,4.123,0.1
2021-04-19,4.08,-1.04
2021-04-20,4.043,-0.91
2021-04-21,4.077,0.84
2021-04-22,4.018,-1.45
2021-04-23,4.072,1.34
2021-04-26,4.095,0.56
2021-04-27,4.076,-0.46
2021-04-28,4.055,-0.52
2021-04-29,4.067,0.3
2021-04-30,4.033,-0.84
2021-05-06,3.973,-1.49
2021-05-07,3.992,0.48
2021-05-10,3.873,-2.98
2021-05-11,3.861,-0.31
2021-05-12,3.761,-2.59
2021-05-13,3.811,1.33
2021-05-14,3.888,2.02
2021-05-17,3.853,-0.9
2021-05-18,3.828,-0.65
2021-05-19,3.829,0.03
2021-05-20,3.914,2.22
2021-05-21,3.881,-0.84
2021-05-24,3.953,1.86
2021-05-25,3.951,-0.05
2021-05-26,3.953,0.05
2021-05-27,3.937,-0.4
2021-05-28,3.935,-0.05
2021-05-31,3.925,-0.25
2021-06-01,3.909,-0.41
2021-06-02,3.927,0.46
2021-06-03,3.887,-1.02
2021-06-04,3.972,2.19
2021-06-07,3.974,0.05
2021-06-08,3.973,-0.03
2021-06-09,3.977,0.1
2021-06-10,4.02,1.08
2021-06-11,4.024,0.1
2021-06-15,4.045,0.52
2021-06-16,4.032,-0.32
2021-06-17,4.097,1.61
2021-06-18,4.068,-0.71
2021-06-21,4.105,0.91
2021-06-22,4.148,1.05
2021-06-23,4.149,0.02
2021-06-24,4.189,0.96
2021-06-25,4.178,-0.26
2021-06-28,4.219,0.98
2021-06-29,4.232,0.31
2021-06-30,4.23,-0.05
2021-07-01,4.238,0.19
2021-07-02,4.287,1.16
2021-07-05,4.286,-0.02
2021-07-06,4.298,0.28
2021-07-07,4.314,0.37
2021-07-08,4.285,-0.67
2021-07-09,4.318,0.77
2021-07-12,4.335,0.39
2021-07-13,4.332,-0.07
2021-07-14,4.343,0.25
2021-07-15,4.301,-0.97
2021-07-16,4.273,-0.65
2021-07-19,4.233,-0.94
2021-07-20,4.296,1.49
2021-07-21,4.327,0.72
2021-07-22,4.343,0.37
2021-07-23,4.393,1.15
2021-07-26,4.404,0.25
2021-07-27,4.353,-1.16
2021-07-28,4.384,0.71
2021-07-29,4.393,0.21
2021-07-30,4.345,-1.09
2021-08-02,4.35,0.12
2021-08-03,4.374,0.55
2021-08-04,4.384,0.23
2021-08-05,4.415,0.71
2021-08-06,4.39,-0.57
2021-08-09,4.411,0.48
2021-08-10,4.388,-0.52
2021-08-11,4.38,-0.18
2021-08-12,4.392,0.27
2021-08-13,4.409,0.39
2021-08-16,4.405,-0.09
2021-08-17,4.368,-0.84
2021-08-18,4.336,-0.73
2021-08-19,4.354,0.42
2021-08-20,4.409,1.26
2021-08-23,4.472,1.43
2021-08-24,4.474,0.04
2021-08-25,4.472,-0.04
2021-08-26,4.445,-0.6
2021-08-27,4.499,1.21
2021-08-30,4.536,0.82
2021-08-31,4.53,-0.13
2021-09-01,4.539,0.2
2021-09-02,4.531,-0.18
2021-09-03,4.544,0.29
2021-09-06,4.541,-0.07
2021-09-07,4.547,0.13
2021-09-08,4.54,-0.15
2021-09-09,4.519,-0.46
2021-09-10,4.481,-0.84
2021-09-13,4.473,-0.18
2021-09-14,4.459,-0.31
2021-09-15,4.493,0.76
2021-09-16,4.486,-0.16
2021-09-17,4.446,-0.89
2021-09-22,4.41,-0.81
2021-09-23,4.454,1.0
2021-09-24,4.448,-0.13
2021-09-27,4.418,-0.67
2021-09-28,4.286,-2.99
2021-09-29,4.284,-0.05
2021-09-30,4.278,-0.14
2021-10-08,4.3,0.51
2021-10-11,4.261,-0.91
2021-10-12,4.244,-0.4
2021-10-13,4.287,1.01
2021-10-14,4.355,1.59
2021-10-15,4.38,0.57
2021-10-18,4.419,0.89
2021-10-19,4.451,0.72
2021-10-20,4.429,-0.49
2021-10-21,4.446,0.38
2021-10-22,4.416,-0.67
2021-10-25,4.455,0.88
2021-10-26,4.465,0.22
2021-10-27,4.474,0.2
2021-10-28,4.533,1.32
2021-10-29,4.55,0.38
2021-11-01,4.585,0.77
2021-11-02,4.592,0.15
2021-11-03,4.646,1.18
2021-11-04,4.695,1.05
2021-11-05,4.702,0.15
2021-11-08,4.693,-0.19
2021-11-09,4.656,-0.79
2021-11-10,4.592,-1.37
2021-11-11,4.619,0.59
2021-11-12,4.662,0.93
2021-11-15,4.647,-0.32
2021-11-16,4.683,0.77
2021-11-17,4.685,0.04
2021-11-18,4.725,0.85
2021-11-19,4.753,0.59
2021-11-22,4.706,-0.99
2021-11-23,4.683,-0.49
2021-11-24,4.699,0.34
2021-11-25,4.704,0.11
2021-11-26,4.604,-2.13
2021-11-29,4.705,2.19
2021-11-30,4.625,-1.7
2021-12-01,4.544,-1.75
2021-12-02,4.578,0.75
2021-12-03,4.5,-1.7
2021-12-06,4.535,0.78
2021-12-07,4.674,3.07
2021-12-08,4.69,0.34
2021-12-09,4.608,-1.75
2021-12-10,4.673,1.41
2021-12-13,4.6,-1.56
2021-12-14,4.552,-1.04
2021-12-15,4.662,2.42
2021-12-16,4.535,-2.72
2021-12-17,4.518,-0.37
2021-12-20,4.488,-0.66
2021-12-21,4.577,1.98
2021-12-22,4.633,1.22
2021-12-23,4.666,0.71
2021-12-24,4.668,0.04
2021-12-27,4.742,1.59
2021-12-28,4.722,-0.42
2021-12-29,4.723,0.02
2021-12-30,4.701,-0.47
2021-12-31,4.676,-0.53
2022-01-04,4.667,-0.19
2022-01-05,4.52,-3.15
2022-01-06,4.515,-0.11
2022-01-07,4.466,-1.09
2022-01-10,4.466,0.0
2022-01-11,4.534,1.52
2022-01-12,4.549,0.33
2022-01-13,4.424,-2.75
2022-01-14,4.466,0.95
2022-01-17,4.46,-0.13
2022-01-18,4.342,-2.65
2022-01-19,4.301,-0.94
2022-01-20,4.236,-1.51
2022-01-21,4.12,-2.74
2022-01-24,4.129,0.22
2022-01-25,4.026,-2.49
2022-01-26,4.022,-0.1
2022-01-27,3.986,-0.9
2022-01-28,4.139,3.84
2022-02-07,4.161,0.53
2022-02-08,4.211,1.2
2022-02-09,4.304,2.21
2022-02-10,4.201,-2.39
2022-02-11,4.077,-2.95
2022-02-14,4.08,0.07
2022-02-15,4.177,2.38
2022-02-16,4.164,-0.31
2022-02-17,4.032,-3.17
2022-02-18,3.987,-1.12
2022-02-21,3.99,0.08
2022-02-22,3.956,-0.85
2022-02-23,3.843,-2.86
2022-02-24,3.974,3.41
2022-02-25,4.038,1.61
2022-02-28,4.044,0.15
2022-03-01,3.966,-1.93
2022-03-02,4.054,2.22
2022-03-03,3.975,-1.95
2022-03-04,3.935,-1.01
2022-03-07,3.799,-3.46
2022-03-08,3.767,-0.84
2022-03-09,3.901,3.56
2022-03-10,3.854,-1.2
2022-03-11,3.784,-1.82
2022-03-14,3.723,-1.61
2022-03-15,3.855,3.55
2022-03-16,4.0,3.76
2022-03-17,4.022,0.55
2022-03-18,4.109,2.16
2022-03-21,4.112,0.07
2022-03-22,4.19,1.9
2022-03-23,4.124,-1.58
2022-03-24,4.219,2.3
2022-03-25,4.222,0.07
2022-03-28,4.287,1.54
2022-03-29,4.353,1.54
2022-03-30,4.3,-1.22
2022-03-31,4.23,-1.63
2022-04-01,4.237,0.17
2022-04-06,4.153,-1.98
2022-04-07,4.154,0.02
2022-04-08,4.095,-1.42
2022-04-11,3.999,-2.34
2022-04-12,3.994,-0.13
2022-04-13,4.069,1.88
2022-04-14,3.965,-2.56
2022-04-15,3.986,0.53
2022-04-18,3.983,-0.08
2022-04-19,4.065,2.06
2022-04-20,4.022,-1.06
2022-04-21,3.948,-1.84
2022-04-22,3.873,-1.9
2022-04-25,3.941,1.76
2022-04-26,3.827,-2.89
2022-04-27,3.826,-0.03
2022-04-28,3.96,3.5
2022-04-29,3.814,-3.69
2022-05-05,3.785,-0.76
2022-05-06,3.777,-0.21
2022-05-09,3.66,-3.1
2022-05-10,3.717,1.56
2022-05-11,3.612,-2.82
2022-05-12,3.606,-0.17
2022-05-13,3.77,4.55
2022-05-16,3.726,-1.17
2022-05-17,3.821,2.55
2022-05-18,3.607,-5.6
2022-05-19,3.597,-0.28
2022-05-20,3.583,-0.39
2022-05-23,3.604,0.59
2022-05-24,3.515,-2.47
2022-05-25,3.565,1.42
2022-05-26,3.676,3.11
2022-05-27,3.831,4.22
2022-05-30,3.812,-0.5
2022-05-31,3.775,-0.97
2022-06-01,3.75,-0.66
2022-06-02,3.878,3.41
2022-06-06,3.767,-2.86
2022-06-07,3.798,0.82
2022-06-08,3.768,-0.79
2022-06-09,3.675,-2.47
2022-06-10,3.554,-3.29
2022-06-13,3.4,-4.33
2022-06-14,3.422,0.65
2022-06-15,3.508,2.51
2022-06-16,3.349,-4.53
2022-06-17,3.382,0.99
2022-06-20,3.391,0.27
2022-06-21,3.461,2.06
2022-06-22,3.468,0.2
2022-06-23,3.517,1.41
2022-06-24,3.635,3.36
2022-06-27,3.597,-1.05
2022-06-28,3.49,-2.97
2022-06-29,3.501,0.32
2022-06-30,3.459,-1.2
2022-07-01,3.471,0.35
2022-07-04,3.481,0.29
2022-07-05,3.537,1.61
2022-07-06,3.571,0.96
2022-07-07,3.643,2.02
2022-07-08,3.646,0.08
2022-07-11,3.559,-2.39
2022-07-12,3.541,-0.51
2022-07-13,3.536,-0.14
2022-07-14,3.547,0.31
2022-07-15,3.624,2.17
2022-07-18,3.589,-0.97
2022-07-19,3.701,3.12
2022-07-20,3.759,1.57
2022-07-21,3.821,1.65
2022-07-22,3.749,-1.88
2022-07-25,3.729,-0.53
2022-07-26,3.653,-2.04
2022-07-27,3.821,4.6
2022-07-28,3.839,0.47
2022-07-29,3.91,1.85
2022-08-01,3.909,-0.03
2022-08-02,3.897,-0.31
2022-08-03,4.023,3.23
2022-08-04,4.031,0.2
2022-08-05,3.987,-1.09
2022-08-08,3.988,0.03
2022-08-09,3.937,-1.28
2022-08-10,4.05,2.87
2022-08-11,4.008,-1.04
2022-08-12,4.094,2.15
2022-08-15,4.124,0.73
2022-08-16,4.134,0.24
2022-08-17,4.093,-0.99
2022-08-18,4.1,0.17
2022-08-19,4.035,-1.59
2022-08-22,3.934,-2.5
2022-08-23,3.95,0.41
2022-08-24,3.953,0.08
2022-08-25,4.031,1.97
2022-08-26,3.863,-4.17
2022-08-29,3.838,-0.65
2022-08-30,3.8,-0.99
2022-08-31,3.784,-0.42
2022-09-01,3.781,-0.08
2022-09-02,3.731,-1.32
2022-09-05,3.735,0.11
2022-09-06,3.713,-0.59
2022-09-07,3.793,2.15
2022-09-08,3.811,0.47
2022-09-09,3.89,2.07
2022-09-13,3.71,-4.63
2022-09-14,3.751,1.11
2022-09-15,3.686,-1.73
2022-09-16,3.676,-0.27
2022-09-19,3.709,0.9
2022-09-20,3.681,-0.75
2022-09-21,3.618,-1.71
2022-09-22,3.588,-0.83
2022-09-23,3.534,-1.51
2022-09-26,3.533,-0.03
2022-09-27,3.558,0.71
2022-09-28,3.646,2.47
2022-09-29,3.542,-2.85
2022-09-30,3.477,-1.84
2022-10-10,3.462,-0.43
2022-10-11,3.423,-1.13
2022-10-12,3.422,-0.03
2022-10-13,3.501,2.31
2022-10-14,3.392,-3.11
2022-10-17,3.508,3.42
2022-10-18,3.534,0.74
2022-10-19,3.52,-0.4
2022-10-20,3.504,-0.45
2022-10-21,3.587,2.37
2022-10-24,3.627,1.12
2022-10-25,3.726,2.73
2022-10-26,3.64,-2.31
2022-10-27,3.568,-1.98
2022-10-28,3.687,3.34
2022-10-31,3.646,-1.11
2022-11-01,3.624,-0.6
2022-11-02,3.507,-3.23
2022-11-03,3.451,-1.6
2022-11-04,3.509,1.68
2022-11-07,3.535,0.74
2022-11-08,3.554,0.54
2022-11-09,3.473,-2.28
2022-11-10,3.743,7.77
2022-11-11,3.786,1.15
2022-11-14,3.704,-2.17
2022-11-15,3.739,0.94
2022-11-16,3.682,-1.52
2022-11-17,3.686,0.11
2022-11-18,3.7,0.38
2022-11-21,3.667,-0.89
2022-11-22,3.737,1.91
2022-11-23,3.757,0.54
2022-11-24,3.754,-0.08
2022-11-25,3.733,-0.56
2022-11-28,3.689,-1.18
2022-11-29,3.673,-0.43
2022-11-30,3.828,4.22
2022-12-01,3.811,-0.44
2022-12-02,3.76,-1.34
2022-12-05,3.687,-1.94
2022-12-06,3.576,-3.01
2022-12-07,3.573,-0.08
2022-12-08,3.596,0.64
2022-12-09,3.572,-0.67
2022-12-12,3.615,1.2
2022-12-13,3.663,1.33
2022-12-14,3.623,-1.09
2022-12-15,3.491,-3.64
2022-12-16,3.475,-0.46
2022-12-19,3.426,-1.41
2022-12-20,3.426,0.0
2022-12-21,3.463,1.08
2022-12-22,3.383,-2.31
2022-12-23,3.393,0.3
2022-12-26,3.392,-0.03
2022-12-27,3.33,-1.83
2022-12-28,3.291,-1.17
2022-12-29,3.376,2.58
2022-12-30,3.362,-0.41
2022-12-31,3.362,0.0
2023-01-03,3.331,-0.92
2023-01-04,3.331,0.0
2023-01-05,3.268,-1.89
2023-01-06,3.358,2.75
2023-01-09,3.35,-0.24
2023-01-10,3.35,0.0
2023-01-11,3.415,1.94
2023-01-12,3.428,0.38
2023-01-13,3.434,0.18
2023-01-16,3.427,-0.2
2023-01-17,3.436,0.26
2023-01-18,3.41,-0.76
2023-01-19,3.378,-0.94
2023-01-20,3.476,2.9
2023-01-30,3.557,2.33
2023-01-31,3.612,1.55
2023-02-01,3.685,2.02
2023-02-02,3.797,3.04
2023-02-03,3.742,-1.45
2023-02-06,3.727,-0.4
2023-02-07,3.818,2.44
2023-02-08,3.737,-2.12
2023-02-09,3.711,-0.7
2023-02-10,3.687,-0.65
2023-02-13,3.76,1.98
2023-02-14,3.786,0.69
2023-02-15,3.819,0.87
2023-02-16,3.761,-1.52
2023-02-17,3.742,-0.51
2023-02-20,3.741,-0.03
2023-02-21,3.646,-2.54
2023-02-22,3.657,0.3
2023-02-23,3.705,1.31
2023-02-24,3.637,-1.84
2023-02-27,3.695,1.59
2023-02-28,3.688,-0.19
2023-03-01,3.65,-1.03
2023-03-02,3.653,0.08
2023-03-03,3.743,2.46
2023-03-06,3.738,-0.13
2023-03-07,3.702,-0.96
2023-03-08,3.739,1.0
2023-03-09,3.679,-1.6
2023-03-10,3.628,-1.39
2023-03-13,3.642,0.39
2023-03-14,3.706,1.76
2023-03-15,3.708,0.05
2023-03-16,3.831,3.32
2023-03-17,3.807,-0.63
2023-03-20,3.802,-0.13
2023-03-21,3.86,1.53
2023-03-22,3.805,-1.42
2023-03-23,3.853,1.26
2023-03-24,3.846,-0.18
2023-03-27,3.835,-0.29
2023-03-28,3.818,-0.44
2023-03-29,3.89,1.89
2023-03-30,3.932,1.08
2023-03-31,3.989,1.45
2023-04-03,3.983,-0.15
2023-04-04,3.963,-0.5
2023-04-06,3.953,-0.25
2023-04-07,3.958,0.13
2023-04-10,3.951,-0.18
2023-04-11,3.931,-0.51
2023-04-12,3.894,-0.94
2023-04-13,3.962,1.75
2023-04-14,3.95,-0.3
2023-04-17,3.956,0.15
2023-04-18,3.965,0.23
2023-04-19,3.959,-0.15
2023-04-20,3.941,-0.45
2023-04-21,3.933,-0.2
2023-04-24,3.927,-0.15
2023-04-25,3.854,-1.86
2023-04-26,3.899,1.17
2023-04-27,4.004,2.69
2023-04-28,4.032,0.7
2023-05-04,3.941,-2.26
2023-05-05,4.028,2.21
2023-05-08,4.04,0.3
2023-05-09,4.018,-0.54
2023-05-10,4.065,1.17
2023-05-11,4.067,0.05
2023-05-12,4.073,0.15
2023-05-15,4.105,0.79
2023-05-16,4.1,-0.12
2023-05-17,4.165,1.59
2023-05-18,4.252,2.09
2023-05-19,4.265,0.31
2023-05-22,4.268,0.07
2023-05-23,4.223,-1.05
2023-05-24,4.214,-0.21
2023-05-25,4.316,2.42
2023-05-26,4.441,2.9
2023-05-29,4.43,-0.25
2023-05-30,4.462,0.72
2023-05-31,4.431,-0.69
2023-06-01,4.497,1.49
2023-06-02,4.528,0.69
2023-06-05,4.529,0.02
2023-06-06,4.54,0.24
2023-06-07,4.468,-1.59
2023-06-08,4.529,1.37
2023-06-09,4.533,0.09
2023-06-12,4.618,1.88
2023-06-13,4.671,1.15
2023-06-14,4.704,0.71
2023-06-15,4.754,1.06
2023-06-16,4.71,-0.93
2023-06-19,4.705,-0.11
2023-06-20,4.725,0.43
2023-06-21,4.673,-1.1
2023-06-26,4.632,-0.88
2023-06-27,4.715,1.79
2023-06-28,4.72,0.11
2023-06-29,4.719,-0.02
2023-06-30,4.797,1.65
2023-07-03,4.8,0.06
2023-07-04,4.793,-0.15
2023-07-05,4.786,-0.15
2023-07-06,4.759,-0.56
2023-07-07,4.739,-0.42
2023-07-10,4.733,-0.13
2023-07-11,4.754,0.44
2023-07-12,4.805,1.07
2023-07-13,4.873,1.42
2023-07-14,4.857,-0.33
2023-07-17,4.903,0.95
2023-07-18,4.951,0.98
2023-07-19,4.947,-0.08
2023-07-20,4.836,-2.24
2023-07-21,4.822,-0.29
2023-07-24,4.831,0.19
2023-07-25,4.863,0.66
2023-07-26,4.837,-0.53
2023-07-27,4.824,-0.27
2023-07-28,4.917,1.93
2023-07-31,4.917,0.0
2023-08-01,4.902,-0.31
2023-08-02,4.798,-2.12
2023-08-03,4.8,0.04
2023-08-04,4.77,-0.62
2023-08-07,4.809,0.82
2023-08-08,4.778,-0.64
2023-08-09,4.725,-1.11
2023-08-10,4.732,0.15
2023-08-11,4.702,-0.63
2023-08-14,4.765,1.34
2023-08-15,4.716,-1.03
2023-08-16,4.68,-0.76
2023-08-17,4.638,-0.9
2023-08-18,4.627,-0.24
2023-08-21,4.702,1.62
2023-08-22,4.693,-0.19
2023-08-23,4.765,1.53
2023-08-24,4.655,-2.31
2023-08-25,4.694,0.84
2023-08-28,4.728,0.72
2023-08-29,4.83,2.16
2023-08-30,4.854,0.5
2023-08-31,4.866,0.25
2023-09-01,4.861,-0.1
2023-09-04,4.861,0.0
2023-09-05,4.866,0.1
2023-09-06,4.834,-0.66
2023-09-07,4.8,-0.7
2023-09-08,4.817,0.35
2023-09-11,4.873,1.16
2023-09-12,4.808,-1.33
2023-09-13,4.821,0.27
2023-09-14,4.859,0.79
2023-09-15,4.768,-1.87
2023-09-18,4.772,0.08
2023-09-19,4.761,-0.23
2023-09-20,4.693,-1.43
2023-09-21,4.605,-1.88
2023-09-22,4.608,0.07
2023-09-25,4.629,0.46
2023-09-26,4.559,-1.51
2023-09-27,4.568,0.2
2023-09-28,4.612,0.96
2023-10-09,4.716,2.25
2023-10-10,4.742,0.55
2023-10-11,4.776,0.72
2023-10-12,4.757,-0.4
2023-10-13,4.698,-1.24
2023-10-16,4.752,1.15
2023-10-17,4.737,-0.32
2023-10-18,4.67,-1.41
2023-10-19,4.63,-0.86
2023-10-20,4.56,-1.51
2023-10-23,4.575,0.33
2023-10-24,4.617,0.92
2023-10-25,4.504,-2.45
2023-10-26,4.418,-1.91
2023-10-27,4.44,0.5
2023-10-30,4.49,1.13
2023-10-31,4.513,0.51
2023-11-01,4.593,1.77
2023-11-02,4.674,1.76
2023-11-03,4.73,1.2
2023-11-06,4.746,0.34
2023-11-07,4.789,0.91
2023-11-08,4.792,0.06
2023-11-09,4.756,-0.75
2023-11-10,4.863,2.25
2023-11-13,4.849,-0.29
2023-11-14,4.953,2.14
2023-11-15,4.954,0.02
2023-11-16,4.957,0.06
2023-11-17,4.959,0.04
2023-11-20,5.01,1.03
2023-11-21,4.967,-0.86
2023-11-22,4.978,0.22
2023-11-23,4.975,-0.06
2023-11-24,4.965,-0.2
2023-11-27,4.959,-0.12
2023-11-28,4.972,0.26
2023-11-29,4.958,-0.28
2023-11-30,4.946,-0.24
2023-12-01,4.966,0.4
2023-12-04,4.911,-1.11
2023-12-05,4.931,0.41
2023-12-06,4.903,-0.57
2023-12-07,4.978,1.53
2023-12-08,4.994,0.32
2023-12-11,5.038,0.88
2023-12-12,5.08,0.83
2023-12-13,5.141,1.2
2023-12-14,5.131,-0.19
2023-12-15,5.148,0.33
2023-12-18,5.181,0.64
2023-12-19,5.21,0.56
2023-12-20,5.13,-1.54
2023-12-21,5.194,1.25
2023-12-22,5.197,0.06
2023-12-25,5.2,0.06
2023-12-26,5.227,0.52
2023-12-27,5.237,0.19
2023-12-28,5.232,-0.1
2023-12-29,5.201,-0.59
