净值日期,单位净值,日增长率
2017-11-21,1.0636,1.1796
2017-11-22,1.0638,0.0188
2017-11-24,1.0595,0.0
2017-11-27,1.0598,0.0283
2017-11-28,1.0637,0.368
2017-11-29,1.0474,-1.5324
2017-11-30,1.0563,0.8497
2017-12-01,1.0525,-0.3597
2017-12-04,1.0413,-1.0641
2017-12-05,1.0416,0.0288
2017-12-06,1.0466,0.48
2017-12-07,1.0508,0.4013
2017-12-08,1.0556,0.4568
2017-12-11,1.0623,0.6347
2017-12-12,1.0608,-0.1412
2017-12-13,1.0639,0.2922
2017-12-14,1.0597,-0.3948
2017-12-15,1.073,1.2551
2017-12-18,1.0811,0.7549
2017-12-19,1.0749,-0.5735
2017-12-20,1.0731,-0.1675
2017-12-21,1.0686,-0.4193
2017-12-22,1.0677,-0.0842
2017-12-26,1.0561,0.0
2017-12-27,1.0564,0.0284
2017-12-28,1.0573,0.0852
2017-12-29,1.0491,-0.7756
2017-12-31,1.0481,0.0
2018-01-02,1.0617,1.201
2018-01-03,1.0691,0.697
2018-01-04,1.0726,0.3274
2018-01-05,1.0809,0.7738
2018-01-08,1.0829,0.185
2018-01-09,1.0854,0.2309
2018-01-10,1.0871,0.1566
2018-01-11,1.093,0.5427
2018-01-12,1.0969,0.3568
2018-01-16,1.0838,0.0
2018-01-17,1.0944,0.978
2018-01-18,1.0956,0.1096
2018-01-19,1.0951,-0.0456
2018-01-22,1.1049,0.8949
2018-01-23,1.1116,0.6064
2018-01-24,1.1033,-0.7467
2018-01-25,1.0994,-0.3535
2018-01-26,1.1103,0.9914
2018-01-29,1.102,-0.7475
2018-01-30,1.0943,-0.6987
2018-01-31,1.0975,0.2924
2018-02-01,1.0853,-1.1116
2018-02-02,1.0615,-2.1929
2018-02-05,1.0243,-3.5045
2018-02-06,1.0507,2.5774
2018-02-07,1.0346,-1.5323
2018-02-08,0.9923,-4.0885
2018-02-09,1.0146,2.2473
2018-02-12,1.0281,1.3306
2018-02-13,1.0367,0.8365
2018-02-14,1.0582,2.0739
2018-02-22,1.0725,1.3514
2018-02-23,1.0918,1.7995
2018-02-26,1.1036,1.0808
2018-02-27,1.0864,-1.5585
2018-02-28,1.082,-0.405
2018-03-01,1.0673,-1.3586
2018-03-02,1.0761,0.8245
2018-03-05,1.0882,1.1244
2018-03-06,1.0922,0.3676
2018-03-07,1.0931,0.0824
2018-03-08,1.0978,0.43
2018-03-09,1.1221,2.2135
2018-03-12,1.1243,0.1961
2018-03-13,1.1095,-1.3164
2018-03-14,1.1084,-0.0991
2018-03-15,1.1057,-0.2436
2018-03-16,1.1076,0.1718
2018-03-19,1.084,-2.1307
2018-03-20,1.0858,0.1661
2018-03-21,1.0835,-0.2118
2018-03-22,1.054,-2.7227
2018-03-23,1.0294,-2.334
2018-03-26,1.0653,3.4875
2018-03-27,1.025,-3.783
2018-03-28,1.0141,-1.0634
2018-03-29,1.0364,2.199
2018-04-02,1.0021,0.0
2018-04-03,1.0134,1.1276
2018-04-04,1.0301,1.6479
2018-04-09,1.0198,-0.9999
2018-04-10,1.0405,2.0298
2018-04-11,1.033,-0.7208
2018-04-12,1.0423,0.9003
2018-04-13,1.0392,-0.2974
2018-04-16,1.0457,0.6255
2018-04-17,1.0646,1.8074
2018-04-18,1.0678,0.3006
2018-04-19,1.0593,-0.796
2018-04-20,1.0443,-1.416
2018-04-23,1.0436,-0.067
2018-04-24,1.0258,-1.7056
2018-04-25,1.0238,-0.195
2018-04-26,1.0474,2.3051
2018-04-27,1.0504,0.2864
2018-05-02,1.0531,0.257
2018-05-03,1.054,0.0855
2018-05-04,1.0696,1.4801
2018-05-07,1.0784,0.8227
2018-05-08,1.0789,0.0464
2018-05-09,1.0915,1.1679
2018-05-10,1.1027,1.0261
2018-05-11,1.0973,-0.4897
2018-05-14,1.0958,-0.1367
2018-05-15,1.0868,-0.8213
2018-05-16,1.0981,1.0397
2018-05-17,1.0927,-0.4918
2018-05-18,1.0888,-0.3569
2018-05-21,1.0961,0.6705
2018-05-22,1.0933,-0.2555
2018-05-23,1.1019,0.7866
2018-05-24,1.102,0.0091
2018-05-25,1.1046,0.2359
2018-05-29,1.1019,0.0
2018-05-30,1.1127,0.9801
2018-05-31,1.1102,-0.2247
2018-06-01,1.1267,1.4862
2018-06-04,1.1379,0.9941
2018-06-05,1.1405,0.2285
2018-06-06,1.1449,0.3858
2018-06-07,1.134,-0.952
2018-06-08,1.1354,0.1235
2018-06-11,1.1387,0.2906
2018-06-12,1.1457,0.6147
2018-06-13,1.1457,0.0
2018-06-14,1.1534,0.6721
2018-06-15,1.1558,0.2081
2018-06-19,1.1503,-0.4759
2018-06-20,1.1649,1.2692
2018-06-21,1.1574,-0.6438
2018-06-22,1.1561,-0.1123
2018-06-25,1.1334,-1.9635
2018-06-26,1.1429,0.8382
2018-06-27,1.1345,-0.735
2018-06-28,1.1508,1.4368
2018-06-29,1.1558,0.4345
2018-06-30,1.1545,0.0
2018-07-02,1.1633,0.6489
2018-07-03,1.1562,-0.6103
2018-07-05,1.1643,0.0
2018-07-06,1.1836,1.6576
2018-07-09,1.1952,0.9801
2018-07-10,1.1938,-0.1171
2018-07-11,1.1873,-0.5445
2018-07-12,1.215,2.333
2018-07-13,1.2165,0.1235
2018-07-16,1.2141,-0.1973
2018-07-17,1.2221,0.6589
2018-07-18,1.2215,-0.0491
2018-07-19,1.218,-0.2865
2018-07-20,1.2283,0.8456
2018-07-23,1.2306,0.1873
2018-07-24,1.2414,0.8776
2018-07-25,1.2602,1.5144
2018-07-26,1.2373,-1.8172
2018-07-27,1.2259,-0.9214
2018-07-30,1.2125,-1.0931
2018-07-31,1.219,0.5361
2018-08-01,1.2277,0.7137
2018-08-02,1.237,0.7575
2018-08-03,1.2473,0.8327
2018-08-06,1.2575,0.8178
2018-08-07,1.2597,0.175
2018-08-08,1.2587,-0.0794
2018-08-09,1.2584,-0.0238
2018-08-10,1.2509,-0.596
2018-08-13,1.2536,0.2158
2018-08-14,1.2621,0.678
2018-08-15,1.2505,-0.9191
2018-08-16,1.2553,0.3838
2018-08-17,1.255,-0.0239
2018-08-20,1.2508,-0.3347
2018-08-21,1.2486,-0.1759
2018-08-22,1.2514,0.2243
2018-08-23,1.2514,0.0
2018-08-24,1.2689,1.3984
2018-08-27,1.2768,0.6226
2018-08-28,1.2701,-0.5247
2018-08-29,1.2846,1.1416
2018-08-30,1.2827,-0.1479
2018-08-31,1.2869,0.3274
2018-09-04,1.2805,0.0
2018-09-05,1.2662,-1.1168
2018-09-06,1.2544,-0.9319
2018-09-07,1.2506,-0.3029
2018-09-10,1.2557,0.4078
2018-09-11,1.267,0.8999
2018-09-12,1.2647,-0.1815
2018-09-13,1.2756,0.8619
2018-09-14,1.2707,-0.3841
2018-09-17,1.2555,-1.1962
2018-09-18,1.2659,0.8284
2018-09-19,1.2654,-0.0395
2018-09-20,1.2772,0.9325
2018-09-21,1.268,-0.7203
2018-09-25,1.2745,0.5126
2018-09-26,1.2768,0.1805
2018-09-27,1.2888,0.9398
2018-09-28,1.2912,0.1862
2018-10-08,1.2492,-3.2528
2018-10-09,1.2535,0.3442
2018-10-10,1.2017,-4.1324
2018-10-11,1.1889,-1.0652
2018-10-12,1.2227,2.843
2018-10-15,1.2088,-1.1368
2018-10-16,1.2422,2.7631
2018-10-17,1.2422,0.0
2018-10-18,1.2188,-1.8838
2018-10-19,1.2192,0.0328
2018-10-22,1.222,0.2297
2018-10-23,1.2201,-0.1555
2018-10-24,1.1664,-4.4013
2018-10-25,1.2045,3.2665
2018-10-26,1.1779,-2.2084
2018-10-29,1.1528,-2.1309
2018-10-30,1.1726,1.7176
2018-10-31,1.1994,2.2855
2018-11-01,1.2165,1.4257
2018-11-02,1.1943,-1.8249
2018-11-05,1.1829,-0.9545
2018-11-06,1.1931,0.8623
2018-11-07,1.2276,2.8916
2018-11-08,1.2226,-0.4073
2018-11-09,1.206,-1.3578
2018-11-12,1.1743,-2.6285
2018-11-13,1.1771,0.2384
2018-11-14,1.1639,-1.1214
2018-11-15,1.1835,1.684
2018-11-16,1.1795,-0.338
2018-11-19,1.1406,-3.298
2018-11-20,1.1222,-1.6132
2018-11-21,1.133,0.9624
2018-11-23,1.1227,0.0
2018-11-26,1.1499,2.4227
2018-11-27,1.1537,0.3305
2018-11-28,1.1891,3.0684
2018-11-29,1.1831,-0.5046
2018-11-30,1.1925,0.7945
2018-12-03,1.2123,1.6604
2018-12-04,1.1609,-4.2399
2018-12-06,1.1623,0.0
2018-12-07,1.1274,-3.0027
2018-12-10,1.1389,1.02
2018-12-11,1.1472,0.7288
2018-12-12,1.158,0.9414
2018-12-13,1.1537,-0.3713
2018-12-14,1.1252,-2.4703
2018-12-17,1.1038,-1.9019
2018-12-18,1.11,0.5617
2018-12-19,1.086,-2.1622
2018-12-20,1.0707,-1.4088
2018-12-21,1.0368,-3.1662
2018-12-24,1.0155,-2.0544
2018-12-26,1.0723,0.0
2018-12-27,1.0773,0.4663
2018-12-28,1.0725,-0.4456
2018-12-31,1.0796,0.0
2019-01-02,1.0821,0.8951
2019-01-03,1.0501,-2.9572
2019-01-04,1.0943,4.2091
2019-01-07,1.1036,0.8499
2019-01-08,1.1119,0.7521
2019-01-09,1.1219,0.8994
2019-01-10,1.1192,-0.2407
2019-01-11,1.112,-0.6433
2019-01-14,1.0963,-1.4119
2019-01-15,1.1162,1.8152
2019-01-16,1.1172,0.0896
2019-01-17,1.1247,0.6713
2019-01-18,1.1363,1.0314
2019-01-22,1.1176,0.0
2019-01-23,1.1212,0.3221
2019-01-24,1.1256,0.3924
2019-01-25,1.1413,1.3948
2019-01-28,1.1193,-1.9276
2019-01-29,1.1072,-1.081
2019-01-30,1.1347,2.4837
2019-01-31,1.1451,0.9165
2019-02-01,1.1411,-0.3493
2019-02-11,1.1534,1.0779
2019-02-12,1.1745,1.8294
2019-02-13,1.1731,-0.1192
2019-02-14,1.1755,0.2046
2019-02-15,1.1786,0.2637
2019-02-19,1.1808,0.0
2019-02-20,1.179,-0.1524
2019-02-21,1.1686,-0.8821
2019-02-22,1.1759,0.6247
2019-02-25,1.1793,0.2891
2019-02-26,1.1775,-0.1526
2019-02-27,1.1749,-0.2208
2019-02-28,1.1728,-0.1787
2019-03-01,1.1822,0.8015
2019-03-04,1.1836,0.1184
2019-03-05,1.1836,0.0
2019-03-06,1.1776,-0.5069
2019-03-07,1.1656,-1.019
2019-03-08,1.1659,0.0257
2019-03-11,1.1888,1.9641
2019-03-12,1.1934,0.3869
2019-03-13,1.2018,0.7039
2019-03-14,1.198,-0.3162
2019-03-15,1.2105,1.0434
2019-03-18,1.212,0.1239
2019-03-19,1.2153,0.2723
2019-03-20,1.221,0.469
2019-03-21,1.2339,1.0565
2019-03-22,1.2097,-1.9613
2019-03-25,1.2108,0.0909
2019-03-26,1.2151,0.3551
2019-03-27,1.2101,-0.4115
2019-03-28,1.2142,0.3388
2019-03-29,1.2245,0.8483
2019-04-01,1.2365,0.98
2019-04-02,1.2393,0.2264
2019-04-03,1.2469,0.6132
2019-04-04,1.2438,-0.2486
2019-04-08,1.2557,0.9567
2019-04-09,1.2497,-0.4778
2019-04-10,1.2558,0.4881
2019-04-11,1.2528,-0.2389
2019-04-12,1.2602,0.5907
2019-04-15,1.2583,-0.1508
2019-04-16,1.262,0.294
2019-04-17,1.2662,0.3328
2019-04-18,1.264,-0.1737
2019-04-22,1.2698,0.0
2019-04-23,1.2853,1.2207
2019-04-24,1.2834,-0.1478
2019-04-25,1.2898,0.4987
2019-04-26,1.2913,0.1163
2019-04-29,1.2932,0.1471
2019-04-30,1.2838,-0.7269
2019-05-06,1.2866,0.2181
2019-05-07,1.2676,-1.4768
2019-05-08,1.2638,-0.2998
2019-05-09,1.2596,-0.3323
2019-05-10,1.265,0.4287
2019-05-13,1.2241,-3.2332
2019-05-14,1.2436,1.593
2019-05-15,1.2655,1.761
2019-05-16,1.2785,1.0273
2019-05-17,1.2695,-0.7039
2019-05-20,1.2515,-1.4179
2019-05-21,1.2634,0.9509
2019-05-22,1.2586,-0.3799
2019-05-23,1.2403,-1.454
2019-05-24,1.2391,-0.0968
2019-05-28,1.2349,0.0
2019-05-29,1.2251,-0.7936
2019-05-30,1.2298,0.3836
2019-05-31,1.2109,-1.5368
2019-06-03,1.185,-2.1389
2019-06-04,1.2149,2.5232
2019-06-05,1.2253,0.856
2019-06-06,1.2351,0.7998
2019-06-10,1.2715,2.9471
2019-06-11,1.2735,0.1573
2019-06-12,1.2668,-0.5261
2019-06-13,1.2732,0.5052
2019-06-14,1.2683,-0.3849
2019-06-17,1.276,0.6071
2019-06-18,1.2934,1.3636
2019-06-19,1.2976,0.3247
2019-06-20,1.3072,0.7398
2019-06-21,1.2996,-0.5814
2019-06-24,1.2992,-0.0308
2019-06-25,1.2794,-1.524
2019-06-26,1.2873,0.6175
2019-06-27,1.2936,0.4894
2019-06-28,1.2953,0.1314
2019-06-30,1.2943,0.0
2019-07-01,1.3093,1.0808
2019-07-02,1.3107,0.1069
2019-07-03,1.3226,0.9079
2019-07-05,1.321,0.0
2019-07-08,1.3155,-0.4164
2019-07-09,1.3216,0.4637
2019-07-10,1.3341,0.9458
2019-07-11,1.3295,-0.3448
2019-07-12,1.3366,0.534
2019-07-15,1.3405,0.2918
2019-07-16,1.3349,-0.4178
2019-07-17,1.3309,-0.2996
2019-07-18,1.332,0.0827
2019-07-19,1.3186,-1.006
2019-07-22,1.3321,1.0238
2019-07-23,1.3409,0.6606
2019-07-24,1.3505,0.7159
2019-07-25,1.3352,-1.1329
2019-07-26,1.3505,1.1459
2019-07-29,1.3462,-0.3184
2019-07-30,1.3411,-0.3788
2019-07-31,1.324,-1.2751
2019-08-01,1.318,-0.4532
2019-08-02,1.3009,-1.2974
2019-08-05,1.259,-3.2208
2019-08-06,1.2847,2.0413
2019-08-07,1.2955,0.8407
2019-08-08,1.3246,2.2462
2019-08-09,1.3139,-0.8078
2019-08-12,1.3017,-0.9285
2019-08-13,1.3309,2.2432
2019-08-14,1.2923,-2.9003
2019-08-15,1.2905,-0.1393
2019-08-16,1.3122,1.6815
2019-08-19,1.332,1.5089
2019-08-20,1.3247,-0.548
2019-08-21,1.3357,0.8304
2019-08-22,1.3325,-0.2396
2019-08-23,1.2938,-2.9043
2019-08-26,1.3119,1.399
2019-08-27,1.3148,0.2211
2019-08-28,1.3191,0.327
2019-08-29,1.3385,1.4707
2019-08-30,1.3369,-0.1195
2019-09-03,1.3235,0.0
2019-09-04,1.3415,1.36
2019-09-05,1.3647,1.7294
2019-09-06,1.363,-0.1246
2019-09-09,1.3594,-0.2641
2019-09-10,1.3563,-0.228
2019-09-11,1.3684,0.8921
2019-09-12,1.3736,0.38
2019-09-16,1.3589,-1.0702
2019-09-17,1.3664,0.5519
2019-09-18,1.3662,-0.0146
2019-09-19,1.3685,0.1684
2019-09-20,1.3559,-0.9207
2019-09-23,1.355,-0.0664
2019-09-24,1.3381,-1.2472
2019-09-25,1.3528,1.0986
2019-09-26,1.3476,-0.3844
2019-09-27,1.3327,-1.1057
2019-09-30,1.3439,0.8404
2019-10-08,1.3197,-1.8007
2019-10-09,1.3339,1.076
2019-10-10,1.3422,0.6222
2019-10-11,1.3591,1.2591
2019-10-14,1.3586,-0.0368
2019-10-15,1.3749,1.1998
2019-10-16,1.3719,-0.2182
2019-10-17,1.3762,0.3134
2019-10-18,1.362,-1.0318
2019-10-21,1.3737,0.859
2019-10-22,1.3623,-0.8299
2019-10-23,1.3664,0.301
2019-10-24,1.3786,0.8929
2019-10-25,1.3896,0.7979
2019-10-28,1.4033,0.9859
2019-10-29,1.3899,-0.9549
2019-10-30,1.3954,0.3957
2019-10-31,1.3946,-0.0573
2019-11-01,1.4056,0.7888
2019-11-04,1.4126,0.498
2019-11-05,1.4125,-0.0071
2019-11-06,1.4045,-0.5664
2019-11-07,1.4075,0.2136
2019-11-08,1.4122,0.3339
2019-11-11,1.4096,-0.1841
2019-11-12,1.4142,0.3263
2019-11-13,1.4142,0.0
2019-11-14,1.4151,0.0636
2019-11-15,1.4248,0.6855
2019-11-18,1.4258,0.0702
2019-11-19,1.4272,0.0982
2019-11-20,1.4203,-0.4835
2019-11-21,1.4194,-0.0634
2019-11-22,1.4221,0.1902
2019-11-25,1.4402,1.2728
2019-11-26,1.4415,0.0903
2019-11-27,1.4515,0.6937
2019-11-28,1.4499,-0.1102
2019-11-29,1.4434,-0.4483
2019-12-02,1.427,-1.1362
2019-12-03,1.4171,-0.6938
2019-12-04,1.4272,0.7127
2019-12-05,1.4321,0.3433
2019-12-06,1.4441,0.8379
2019-12-09,1.4384,-0.3947
2019-12-10,1.437,-0.0973
2019-12-11,1.4446,0.5289
2019-12-12,1.4528,0.5676
2019-12-13,1.4544,0.1101
2019-12-16,1.4631,0.5982
2019-12-17,1.465,0.1299
2019-12-18,1.4658,0.0546
2019-12-19,1.4767,0.7436
2019-12-20,1.4829,0.4199
2019-12-23,1.4873,0.2967
2019-12-24,1.4879,0.0403
2019-12-25,1.4868,-0.0739
2019-12-26,1.4939,0.4775
2019-12-27,1.4941,0.0134
2019-12-30,1.4824,-0.7831
2019-12-31,1.4852,0.1889
2020-01-02,1.5047,1.313
2020-01-03,1.4934,-0.751
2020-01-06,1.5026,0.616
2020-01-07,1.5018,-0.0532
2020-01-08,1.5078,0.3995
2020-01-09,1.5214,0.902
2020-01-10,1.5145,-0.4535
2020-01-13,1.5295,0.9904
2020-01-14,1.5171,-0.8107
2020-01-15,1.5152,-0.1252
2020-01-16,1.5287,0.891
2020-01-17,1.5382,0.6214
2020-01-20,1.5335,-0.3056
2020-01-21,1.5309,-0.1695
2020-01-22,1.5396,0.5683
2020-01-23,1.545,0.0
2020-02-03,1.537,-0.5178
2020-02-04,1.5835,3.0254
2020-02-05,1.5902,0.4231
2020-02-06,1.606,0.9936
2020-02-07,1.595,-0.6849
2020-02-10,1.6145,1.2226
2020-02-11,1.6151,0.0372
2020-02-12,1.6266,0.712
2020-02-13,1.6254,-0.0738
2020-02-14,1.6298,0.2707
2020-02-17,1.6287,-0.0675
2020-02-18,1.6299,0.0737
2020-02-19,1.6469,1.043
2020-02-20,1.6314,-0.9412
2020-02-21,1.606,-1.5569
2020-02-24,1.5463,-3.7173
2020-02-25,1.5053,-2.6515
2020-02-26,1.5091,0.2524
2020-02-27,1.4365,-4.8108
2020-02-28,1.4385,0.1392
2020-03-02,1.5027,4.463
2020-03-03,1.4525,-3.3407
2020-03-04,1.5094,3.9174
2020-03-05,1.461,-3.2066
2020-03-06,1.4359,-1.718
2020-03-09,1.3395,-6.7136
2020-03-10,1.41,5.2632
2020-03-11,1.3522,-4.0993
2020-03-12,1.2247,-9.4291
2020-03-13,1.3587,10.9415
2020-03-16,1.1892,-12.4752
2020-03-17,1.2659,6.4497
2020-03-18,1.2193,-3.6812
2020-03-19,1.2419,1.8535
2020-03-20,1.2011,-3.2853
2020-03-23,1.2003,-0.0666
2020-03-24,1.2926,7.6897
2020-03-25,1.2741,-1.4312
2020-03-26,1.3422,5.3449
2020-03-27,1.2884,-4.0083
2020-03-30,1.3377,3.8265
2020-03-31,1.333,-0.3513
2020-04-01,1.2779,-4.1335
2020-04-02,1.3063,2.2224
2020-04-03,1.2908,-1.1866
2020-04-07,1.3716,6.2597
2020-04-08,1.3927,1.5383
2020-04-09,1.3955,0.201
2020-04-10,1.392,-0.2508
2020-04-13,1.4064,1.0345
2020-04-14,1.4666,4.2804
2020-04-15,1.4505,-1.0978
2020-04-16,1.483,2.2406
2020-04-17,1.495,0.8092
2020-04-20,1.4764,-1.2441
2020-04-21,1.4262,-3.4002
2020-04-22,1.4713,3.1622
2020-04-23,1.4671,-0.2855
2020-04-24,1.489,1.4927
2020-04-27,1.4953,0.4231
2020-04-28,1.47,-1.692
2020-04-29,1.5192,3.3469
2020-04-30,1.519,-0.0132
2020-05-06,1.5189,-0.0066
2020-05-07,1.5431,1.5933
2020-05-08,1.5594,1.0563
2020-05-11,1.5713,0.7631
2020-05-12,1.5444,-1.712
2020-05-13,1.5255,-1.2238
2020-05-14,1.5423,1.1013
2020-05-15,1.5514,0.59
2020-05-18,1.583,2.0369
2020-05-19,1.5751,-0.4991
2020-05-20,1.607,2.0253
2020-05-21,1.5877,-1.201
2020-05-22,1.595,0.4598
2020-05-25,1.6011,0.3824
2020-05-26,1.5991,-0.1249
2020-05-27,1.6031,0.2501
2020-05-28,1.6034,0.0187
2020-05-29,1.6267,1.4532
2020-06-01,1.6336,0.4242
2020-06-02,1.6398,0.3795
2020-06-03,1.6453,0.3354
2020-06-04,1.632,-0.8084
2020-06-05,1.6622,1.8505
2020-06-08,1.6726,0.6257
2020-06-09,1.6789,0.3767
2020-06-10,1.699,1.1972
2020-06-11,1.6154,-4.9205
2020-06-12,1.6336,1.1267
2020-06-15,1.6528,1.1753
2020-06-16,1.677,1.4642
2020-06-17,1.6851,0.483
2020-06-18,1.6905,0.3205
2020-06-19,1.6902,-0.0177
2020-06-22,1.7084,1.0768
2020-06-23,1.7163,0.4624
2020-06-24,1.6801,-2.1092
2020-06-29,1.6795,-0.0357
2020-06-30,1.7105,1.8458
2020-07-01,1.7279,1.0172
2020-07-02,1.7346,0.3878
2020-07-03,1.7364,0.1038
2020-07-06,1.7789,2.4476
2020-07-07,1.757,-1.2311
2020-07-08,1.7772,1.1497
2020-07-09,1.788,0.6077
2020-07-10,1.7972,0.5145
2020-07-13,1.7605,-2.0421
2020-07-14,1.7752,0.835
2020-07-15,1.7767,0.0845
2020-07-16,1.7627,-0.788
2020-07-17,1.769,0.3574
2020-07-20,1.8162,2.6682
2020-07-21,1.7956,-1.1342
2020-07-22,1.7977,0.117
2020-07-23,1.7566,-2.2863
2020-07-24,1.7416,-0.8539
2020-07-27,1.7742,1.8718
2020-07-28,1.7481,-1.4711
2020-07-29,1.7707,1.2928
2020-07-30,1.7775,0.384
2020-07-31,1.8061,1.609
2020-08-03,1.8331,1.4949
2020-08-04,1.835,0.1036
2020-08-05,1.8382,0.1744
2020-08-06,1.8524,0.7725
2020-08-07,1.832,-1.1013
2020-08-10,1.8298,-0.1201
2020-08-11,1.7983,-1.7215
2020-08-12,1.8399,2.3133
2020-08-13,1.8389,-0.0544
2020-08-14,1.8361,-0.1523
2020-08-17,1.8542,0.9858
2020-08-18,1.8705,0.8791
2020-08-19,1.8541,-0.8768
2020-08-20,1.8817,1.4886
2020-08-21,1.8893,0.4039
2020-08-24,1.9026,0.7
2020-08-25,1.9172,0.77
2020-08-26,1.9533,1.88
2020-08-27,1.9413,-0.61
2020-08-28,1.9516,0.53
2020-08-31,1.9607,0.47
2020-09-01,1.9848,1.23
2020-09-02,2.0001,0.77
2020-09-03,1.9036,-4.82
2020-09-04,1.8828,-1.09
2020-09-07,1.8833,0.03
2020-09-08,1.8022,-4.31
2020-09-09,1.8531,2.82
2020-09-10,1.8137,-2.13
2020-09-11,1.8047,-0.5
2020-09-14,1.833,1.57
2020-09-15,1.8543,1.16
2020-09-16,1.8151,-2.11
2020-09-17,1.7861,-1.6
2020-09-18,1.7623,-1.33
2020-09-21,1.7691,0.39
2020-09-22,1.807,2.14
2020-09-23,1.7556,-2.84
2020-09-24,1.7663,0.61
2020-09-25,1.8075,2.33
2020-09-28,1.8433,1.98
2020-09-29,1.835,-0.45
2020-09-30,1.8476,0.69
2020-10-09,1.886,2.08
2020-10-12,1.9232,1.97
2020-10-13,1.9269,0.19
2020-10-14,1.9167,-0.53
2020-10-15,1.9008,-0.83
2020-10-16,1.8925,-0.44
2020-10-19,1.8514,-2.17
2020-10-20,1.8557,0.23
2020-10-21,1.8501,-0.3
2020-10-22,1.8437,-0.35
2020-10-23,1.8518,0.44
2020-10-26,1.8239,-1.51
2020-10-27,1.8449,1.15
2020-10-28,1.7811,-3.46
2020-10-29,1.8143,1.86
2020-10-30,1.7687,-2.51
2020-11-02,1.7688,0.01
2020-11-03,1.7956,1.52
2020-11-04,1.8648,3.85
2020-11-05,1.9126,2.56
2020-11-06,1.8989,-0.72
2020-11-09,1.855,-2.31
2020-11-10,1.8178,-2.01
2020-11-11,1.8621,2.44
2020-11-12,1.8568,-0.28
2020-11-13,1.8747,0.96
2020-11-16,1.8794,0.25
2020-11-17,1.8662,-0.7
2020-11-18,1.8499,-0.87
2020-11-19,1.8603,0.56
2020-11-20,1.8568,-0.19
2020-11-23,1.8548,-0.11
2020-11-24,1.8829,1.51
2020-11-25,1.892,0.48
2020-11-26,1.8928,0.04
2020-11-27,1.9079,0.8
2020-11-30,1.9101,0.12
2020-12-01,1.9415,1.64
