净值日期,单位净值,日增长率
2014-04-04,1.209,-2.5
2014-04-08,1.208,-0.0827
2014-04-09,1.229,1.7384
2014-04-10,1.19,-3.1733
2014-04-11,1.177,-1.0924
2014-04-14,1.186,0.7647
2014-04-15,1.192,0.5059
2014-04-16,1.207,1.2584
2014-04-17,1.207,0.0
2014-04-18,1.207,0.0
2014-04-21,1.215,0.6628
2014-04-22,1.226,0.9053
2014-04-23,1.215,-0.8972
2014-04-24,1.226,0.9053
2014-04-25,1.206,-1.6313
2014-04-28,1.209,0.2488
2014-04-29,1.219,0.8271
2014-04-30,1.222,0.2461
2014-05-05,1.23,0.6547
2014-05-06,1.214,-1.3008
2014-05-07,1.209,-0.4119
2014-05-08,1.208,-0.0827
2014-05-09,1.213,0.4139
2014-05-12,1.233,1.6488
2014-05-13,1.233,0.0
2014-05-14,1.228,-0.4055
2014-05-15,1.218,-0.8143
2014-05-16,1.224,0.4926
2014-05-19,1.234,0.817
2014-05-20,1.229,-0.4052
2014-05-21,1.242,1.0578
2014-05-22,1.248,0.4831
2014-05-23,1.257,0.7212
2014-05-26,1.257,0.0
2014-05-27,1.273,1.2729
2014-05-28,1.27,-0.2357
2014-05-29,1.278,0.6299
2014-05-30,1.278,0.0
2014-06-03,1.275,-0.2347
2014-06-04,1.279,0.3137
2014-06-05,1.29,0.86
2014-06-06,1.294,0.3101
2014-06-09,1.292,-0.1546
2014-06-10,1.293,0.0774
2014-06-11,1.294,0.0773
2014-06-12,1.282,-0.9274
2014-06-13,1.285,0.234
2014-06-16,1.287,0.1556
2014-06-17,1.288,0.0777
2014-06-18,1.296,0.6211
2014-06-19,1.294,-0.1543
2014-06-20,1.294,0.0
2014-06-23,1.295,0.0773
2014-06-24,1.294,-0.0772
2014-06-25,1.303,0.6955
2014-06-26,1.302,-0.0767
2014-06-27,1.308,0.4608
2014-06-30,1.31,0.1529
2014-07-01,1.324,1.0687
2014-07-02,1.326,0.1511
2014-07-03,1.334,0.6033
2014-07-04,1.335,0.075
2014-07-07,1.332,-0.2247
2014-07-08,1.316,-1.2012
2014-07-09,1.324,0.6079
2014-07-10,1.317,-0.5287
2014-07-11,1.325,0.6074
2014-07-14,1.334,0.6792
2014-07-15,1.329,-0.3748
2014-07-16,1.335,0.4515
2014-07-17,1.318,-1.2734
2014-07-18,1.338,1.5175
2014-07-21,1.336,-0.1495
2014-07-22,1.345,0.6737
2014-07-23,1.354,0.6691
2014-07-24,1.353,-0.0739
2014-07-25,1.348,-0.3695
2014-07-28,1.35,0.1484
2014-07-29,1.346,-0.2963
2014-07-30,1.352,0.4458
2014-07-31,1.324,-2.071
2014-08-01,1.32,-0.3021
2014-08-04,1.329,0.6818
2014-08-05,1.318,-0.8277
2014-08-06,1.319,0.0759
2014-08-07,1.314,-0.3791
2014-08-08,1.321,0.5327
2014-08-11,1.328,0.5299
2014-08-12,1.327,-0.0753
2014-08-13,1.342,1.1304
2014-08-14,1.348,0.4471
2014-08-15,1.355,0.5193
2014-08-18,1.365,0.738
2014-08-19,1.373,0.5861
2014-08-20,1.374,0.0728
2014-08-21,1.377,0.2183
2014-08-22,1.379,0.1452
2014-08-25,1.383,0.2901
2014-08-26,1.384,0.0723
2014-08-27,1.384,0.0
2014-08-28,1.382,-0.1445
2014-08-29,1.387,0.3618
2014-09-01,1.388,0.0721
2014-09-02,1.392,0.2882
2014-09-03,1.383,-0.6466
2014-09-04,1.381,-0.1446
2014-09-05,1.39,0.6517
2014-09-09,1.376,-1.0072
2014-09-10,1.385,0.6541
2014-09-11,1.385,0.0
2014-09-12,1.378,-0.5054
2014-09-15,1.365,-0.9434
2014-09-16,1.376,0.8059
2014-09-17,1.378,0.1453
2014-09-18,1.389,0.7983
2014-09-19,1.387,-0.144
2014-09-22,1.375,-0.8652
2014-09-23,1.372,-0.2182
2014-09-24,1.385,0.9475
2014-09-25,1.357,-2.0217
2014-09-26,1.372,1.1054
2014-09-29,1.371,-0.0729
2014-09-30,1.371,0.0
2014-10-08,1.368,-0.2188
2014-10-09,1.343,-1.8275
2014-10-10,1.311,-2.3827
2014-10-13,1.289,-1.6781
2014-10-14,1.289,0.0
2014-10-15,1.282,-0.5431
2014-10-16,1.273,-0.702
2014-10-17,1.29,1.3354
2014-10-20,1.309,1.4729
2014-10-21,1.343,2.5974
2014-10-22,1.336,-0.5212
2014-10-23,1.357,1.5719
2014-10-24,1.367,0.7369
2014-10-27,1.367,0.0
2014-10-28,1.387,1.4631
2014-10-29,1.382,-0.3605
2014-10-30,1.387,0.3618
2014-10-31,1.405,1.2978
2014-11-03,1.411,0.427
2014-11-04,1.407,-0.2835
2014-11-05,1.405,-0.1421
2014-11-06,1.411,0.427
2014-11-07,1.411,0.0
2014-11-10,1.411,0.0
2014-11-11,1.415,0.2835
2014-11-12,1.419,0.2827
2014-11-13,1.424,0.3524
2014-11-14,1.428,0.2809
2014-11-17,1.424,-0.2801
2014-11-18,1.435,0.7725
2014-11-19,1.427,-0.5575
2014-11-20,1.434,0.4905
2014-11-21,1.437,0.2092
2014-11-24,1.448,0.7655
2014-11-25,1.449,0.0691
2014-11-26,1.457,0.5521
2014-11-27,1.457,0.0
2014-11-28,1.463,0.4118
2014-12-01,1.447,-1.0936
2014-12-02,1.452,0.3455
2014-12-03,1.455,0.2066
2014-12-04,1.456,0.0687
2014-12-05,1.454,-0.1374
2014-12-08,1.441,-0.8941
2014-12-09,1.445,0.2776
2014-12-10,1.422,-1.5917
2014-12-11,1.428,0.4219
2014-12-12,1.413,-1.0504
2014-12-15,1.399,-0.9908
2014-12-16,1.378,-1.5011
2014-12-17,1.401,1.6691
2014-12-18,1.436,2.4982
2014-12-19,1.441,0.3482
2014-12-22,1.445,0.2776
2014-12-23,1.441,-0.2768
2014-12-24,1.442,0.0694
2014-12-25,1.441,-0.0693
2014-12-26,1.45,0.6246
2014-12-29,1.45,0.0
2014-12-30,1.441,-0.6207
2014-12-31,1.425,-1.1103
2015-01-05,1.402,-1.614
2015-01-06,1.386,-1.1412
2015-01-07,1.402,1.1544
2015-01-08,1.429,1.9258
2015-01-09,1.42,-0.6298
2015-01-12,1.405,-1.0563
2015-01-13,1.403,-0.1423
2015-01-14,1.396,-0.4989
2015-01-15,1.378,-1.2894
2015-01-16,1.395,1.2337
2015-01-19,1.395,0.0
2015-01-20,1.404,0.6452
2015-01-21,1.412,0.5698
2015-01-22,1.437,1.7705
2015-01-23,1.442,0.3479
2015-01-26,1.442,0.0
2015-01-27,1.405,-2.5659
2015-01-28,1.395,-0.7117
2015-01-29,1.41,1.0753
2015-01-30,1.4,-0.7092
2015-02-02,1.413,0.9286
2015-02-03,1.426,0.92
2015-02-04,1.423,-0.2104
2015-02-05,1.436,0.9136
2015-02-06,1.424,-0.8357
2015-02-09,1.421,-0.2107
2015-02-10,1.442,1.4778
2015-02-11,1.448,0.4161
2015-02-12,1.465,1.174
2015-02-13,1.475,0.6826
2015-02-16,1.475,0.0
2015-02-17,1.477,0.1356
2015-02-25,1.497,1.3541
2015-02-26,1.504,0.4676
2015-02-27,1.499,-0.3324
2015-03-02,1.514,1.0007
2015-03-03,1.507,-0.4624
2015-03-04,1.502,-0.3318
2015-03-05,1.504,0.1332
2015-03-06,1.487,-1.1303
2015-03-09,1.492,0.3362
2015-03-10,1.466,-1.7426
2015-03-11,1.459,-0.4775
2015-03-12,1.469,0.6854
2015-03-13,1.461,-0.5446
2015-03-16,1.48,1.3005
2015-03-17,1.481,0.0676
2015-03-18,1.496,1.0128
2015-03-19,1.495,-0.0668
2015-03-20,1.507,0.8027
2015-03-23,1.501,-0.3981
2015-03-24,1.495,-0.3997
2015-03-25,1.461,-2.2742
2015-03-26,1.456,-0.3422
2015-03-27,1.463,0.4808
2015-03-30,1.48,1.162
2015-03-31,1.464,-1.0811
2015-04-01,1.457,-0.4781
2015-04-02,1.457,0.0
2015-04-03,1.456,-0.0686
2015-04-07,1.464,0.5495
2015-04-08,1.48,1.0929
2015-04-09,1.488,0.5405
2015-04-10,1.495,0.4704
2015-04-13,1.491,-0.2676
2015-04-14,1.488,-0.2012
2015-04-15,1.495,0.4704
2015-04-16,1.493,-0.1338
2015-04-17,1.469,-1.6075
2015-04-20,1.491,1.4976
2015-04-21,1.498,0.4695
2015-04-22,1.507,0.6008
2015-04-23,1.512,0.3318
2015-04-24,1.532,1.3228
2015-04-27,1.527,-0.3264
2015-04-28,1.524,-0.1965
2015-04-29,1.513,-0.7218
2015-04-30,1.487,-1.7184
2015-05-04,1.511,1.614
2015-05-05,1.487,-1.5884
2015-05-06,1.476,-0.7397
2015-05-07,1.483,0.4743
2015-05-08,1.504,1.416
2015-05-11,1.496,-0.5319
2015-05-12,1.491,-0.3342
2015-05-13,1.492,0.0671
2015-05-14,1.515,1.5416
2015-05-15,1.514,-0.066
2015-05-18,1.52,0.3963
2015-05-19,1.518,-0.1316
2015-05-20,1.52,0.1318
2015-05-21,1.528,0.5263
2015-05-22,1.527,-0.0654
2015-05-25,1.528,0.0655
2015-05-26,1.509,-1.2435
2015-05-27,1.536,1.7893
2015-05-28,1.533,-0.1953
2015-05-29,1.523,-0.6523
2015-06-01,1.528,0.3283
2015-06-02,1.524,-0.2618
2015-06-03,1.527,0.1969
2015-06-04,1.515,-0.7859
2015-06-05,1.512,-0.198
2015-06-08,1.496,-1.0582
2015-06-09,1.494,-0.1337
2015-06-10,1.515,1.4056
2015-06-11,1.516,0.066
2015-06-12,1.504,-0.7916
2015-06-15,1.496,-0.5319
2015-06-16,1.504,0.5348
2015-06-17,1.508,0.266
2015-06-18,1.53,1.4589
2015-06-19,1.522,-0.5229
2015-06-23,1.535,0.8541
2015-06-24,1.527,-0.5212
2015-06-25,1.524,-0.1965
2015-06-26,1.513,-0.7218
2015-06-29,1.478,-2.3133
2015-06-30,1.483,0.3383
2015-07-01,1.495,0.8092
2015-07-02,1.497,0.1338
2015-07-03,1.496,-0.0668
2015-07-06,1.492,-0.2674
2015-07-07,1.495,0.2011
2015-07-08,1.47,-1.6722
2015-07-09,1.469,-0.068
2015-07-10,1.492,1.5657
2015-07-13,1.517,1.6756
2015-07-14,1.528,0.7251
2015-07-15,1.53,0.1309
2015-07-16,1.553,1.5033
2015-07-17,1.576,1.481
2015-07-20,1.583,0.4442
2015-07-21,1.581,-0.1263
2015-07-22,1.562,-1.2018
2015-07-23,1.555,-0.4481
2015-07-24,1.54,-0.9646
2015-07-27,1.527,-0.8442
2015-07-28,1.54,0.8513
2015-07-29,1.548,0.5195
2015-07-30,1.554,0.3876
2015-07-31,1.551,-0.1931
2015-08-03,1.548,-0.1934
2015-08-04,1.543,-0.323
2015-08-05,1.556,0.8425
2015-08-06,1.531,-1.6067
2015-08-07,1.528,-0.196
2015-08-10,1.546,1.178
2015-08-11,1.553,0.4528
2015-08-12,1.581,1.803
2015-08-13,1.595,0.8855
2015-08-14,1.598,0.1881
2015-08-17,1.611,0.8135
2015-08-18,1.603,-0.4966
2015-08-19,1.591,-0.7486
2015-08-20,1.545,-2.8913
2015-08-21,1.48,-4.2071
2015-08-24,1.423,-3.8514
2015-08-25,1.421,-0.1405
2015-08-26,1.487,4.6446
2015-08-27,1.525,2.5555
2015-08-28,1.525,0.0
2015-08-31,1.505,-1.3115
2015-09-01,1.456,-3.2558
2015-09-02,1.491,2.4038
2015-09-07,1.464,-1.8109
2015-09-08,1.503,2.6639
2015-09-09,1.485,-1.1976
2015-09-10,1.501,1.0774
2015-09-11,1.509,0.533
2015-09-14,1.503,-0.3976
2015-09-15,1.518,0.998
2015-09-16,1.53,0.7905
2015-09-17,1.53,0.0
2015-09-18,1.508,-1.4379
2015-09-21,1.515,0.4642
2015-09-22,1.495,-1.3201
2015-09-23,1.496,0.0669
2015-09-24,1.493,-0.2005
2015-09-25,1.48,-0.8707
2015-09-28,1.436,-2.973
2015-09-29,1.427,-0.6267
2015-09-30,1.461,2.3826
2015-10-08,1.522,4.1752
2015-10-09,1.527,0.3285
2015-10-12,1.531,0.262
2015-10-13,1.515,-1.0451
2015-10-14,1.516,0.066
2015-10-15,1.543,1.781
2015-10-16,1.552,0.5833
2015-10-19,1.564,0.7732
2015-10-20,1.558,-0.3836
2015-10-21,1.543,-0.9628
2015-10-22,1.573,1.9443
2015-10-23,1.618,2.8608
2015-10-26,1.625,0.4326
2015-10-27,1.625,0.0
2015-10-28,1.643,1.1077
2015-10-29,1.64,-0.1826
2015-10-30,1.631,-0.5488
2015-11-02,1.644,0.7971
2015-11-03,1.652,0.4866
2015-11-04,1.654,0.1211
2015-11-05,1.651,-0.1814
2015-11-06,1.657,0.3634
2015-11-09,1.641,-0.9656
2015-11-10,1.637,-0.2438
2015-11-11,1.636,-0.0611
2015-11-12,1.624,-0.7335
2015-11-13,1.593,-1.9089
2015-11-16,1.618,1.5694
2015-11-17,1.618,0.0
2015-11-18,1.65,1.9778
2015-11-19,1.653,0.1818
2015-11-20,1.664,0.6655
2015-11-23,1.663,-0.0601
2015-11-24,1.662,-0.0601
2015-11-25,1.664,0.1203
2015-11-26,1.664,0.0
2015-11-27,1.667,0.1803
2015-11-30,1.664,-0.18
2015-12-01,1.683,1.1418
2015-12-02,1.674,-0.5348
2015-12-03,1.647,-1.6129
2015-12-04,1.682,2.1251
2015-12-07,1.678,-0.2378
2015-12-08,1.68,0.1192
2015-12-09,1.656,-1.4286
2015-12-10,1.666,0.6039
2015-12-11,1.632,-2.0408
2015-12-14,1.647,0.9191
2015-12-15,1.659,0.7286
2015-12-16,1.684,1.5069
2015-12-17,1.665,-1.1283
2015-12-18,1.639,-1.5616
2015-12-21,1.654,0.9152
2015-12-22,1.663,0.5441
2015-12-23,1.674,0.6615
2015-12-24,1.674,0.0
2015-12-25,1.673,-0.0597
2015-12-28,1.672,-0.0598
2015-12-29,1.7,1.6746
2015-12-30,1.687,-0.7647
2015-12-31,1.67,-1.0077
2016-01-04,1.637,-1.976
2016-01-05,1.635,-0.1222
2016-01-06,1.623,-0.7339
2016-01-07,1.579,-2.711
2016-01-08,1.567,-0.76
2016-01-11,1.568,0.0638
2016-01-12,1.583,0.9566
2016-01-13,1.531,-3.2849
2016-01-14,1.563,2.0901
2016-01-15,1.517,-2.9431
2016-01-18,1.516,-0.0659
2016-01-19,1.52,0.2639
2016-01-20,1.512,-0.5263
2016-01-21,1.519,0.463
2016-01-22,1.559,2.6333
2016-01-25,1.536,-1.4753
2016-01-26,1.548,0.7813
2016-01-27,1.511,-2.3902
2016-01-28,1.528,1.1251
2016-01-29,1.562,2.2251
2016-02-01,1.566,0.2561
2016-02-02,1.531,-2.235
2016-02-03,1.525,-0.3919
2016-02-04,1.52,-0.3279
2016-02-05,1.47,-3.2895
2016-02-15,1.454,-1.0884
2016-02-16,1.488,2.3384
2016-02-17,1.524,2.4194
2016-02-18,1.507,-1.1155
2016-02-19,1.512,0.3318
2016-02-22,1.274,1.455
2016-02-23,1.256,-1.4129
2016-02-24,1.266,0.7962
2016-02-25,1.276,0.7899
2016-02-26,1.274,-0.1567
2016-02-29,1.266,-0.6279
2016-03-01,1.302,2.8436
2016-03-02,1.305,0.2304
2016-03-03,1.301,-0.3065
2016-03-04,1.306,0.3843
2016-03-07,1.295,-0.8423
2016-03-08,1.281,-1.0811
2016-03-09,1.291,0.7806
2016-03-10,1.289,-0.1549
2016-03-11,1.306,1.3189
2016-03-14,1.309,0.2297
2016-03-15,1.309,0.0
2016-03-16,1.324,1.1459
2016-03-17,1.322,-0.1511
2016-03-18,1.321,-0.0756
2016-03-21,1.327,0.4542
2016-03-22,1.336,0.6782
